district_id,province_name,district_name,pi_scenario,year,lambda_import_year,q_import_year,M_climate_mean
TUR.10.4_1,Artvin,Hopa,high,2024,6.705690518671183,0.784870810389637,1
TUR.10.4_1,Artvin,Hopa,high,2025,7.3717600326417525,0.8158783665586247,0.9449988234365747
TUR.10.4_1,Artvin,Hopa,high,2026,9.727250263812701,0.8927778319223818,1.0754719476161918
TUR.10.4_1,Artvin,Hopa,high,2027,10.690276615304487,0.9140432652014985,1.0238316597676584
TUR.10.4_1,Artvin,Hopa,high,2028,11.700105124147465,0.9314997450594943,0.9725170934514388
TUR.10.4_1,Artvin,Hopa,high,2029,12.641477226352922,0.9450758240062836,0.9181745453371569
TUR.10.4_1,Artvin,Hopa,high,2030,17.07324963078038,0.9801409943251957,1.0847160873686814
TUR.10.4_1,Artvin,Hopa,high,2031,18.62475908575093,0.9860912983483034,1.0376587292610897
TUR.10.4_1,Artvin,Hopa,high,2032,18.724061915439158,0.9863000170499695,0.9152370533713479
TUR.10.4_1,Artvin,Hopa,high,2033,24.46988610158472,0.9963643474513374,1.0553152644018373
TUR.10.4_1,Artvin,Hopa,high,2034,28.228003211009227,0.9984656182570147,1.0742312068379716
TUR.10.4_1,Artvin,Hopa,high,2035,30.890201807408737,0.9991672066532745,1.0391557392313107
TUR.10.4_1,Artvin,Hopa,high,2036,38.617107392163135,0.9998564142084445,1.1482672966816596
TUR.10.4_1,Artvin,Hopa,high,2037,43.3531578586185,0.9999523461843896,1.1453852768651192
TUR.10.4_1,Artvin,Hopa,high,2038,45.07764955032475,0.9999679238623469,1.0579892266895694
TUR.10.4_1,Artvin,Hopa,high,2039,55.987073963494865,0.9999973781067657,1.1692041821586598
TUR.10.4_1,Artvin,Hopa,high,2040,53.29155099795399,0.9999950246972097,0.9900699168911139
TUR.10.4_1,Artvin,Hopa,high,2041,71.29963451204756,0.9999999219996316,1.1845788803509414
TUR.10.4_1,Artvin,Hopa,high,2042,76.04627243086588,0.9999999737637675,1.1297462283374116
TUR.10.4_1,Artvin,Hopa,high,2043,77.01065541856036,0.9999999789737631,1.0248067919304436
TUR.10.4_1,Artvin,Hopa,high,2044,91.1896811200701,0.9999999991576778,1.087041825575943
TUR.10.4_1,Artvin,Hopa,high,2045,105.27037486935126,0.9999999999679717,1.1303356066766037
